X	Layer 1: FBH Pressure
0	230
2,23584406975508	229,92547187632
4,66517464554661	229,844494203474
7,28799172737361	229,757066981465
10,104295315238	229,66319021029
13,1140854091389	229,562863889951
16,3173620090762	229,456088020448
19,7141251150499	229,342862601779
23,3043747270601	229,223187633946
27,0881108451067	229,097063116949
31,0653334691898	228,964489050786
35,2360425993093	228,82546543546
39,6002382354652	228,679992270968
44,1579203776576	228,528069557312
48,9090890258864	228,369697294491
53,8537441801527	228,204875482505
58,9918858404544	228,033604121355
64,3235140067925	227,85588321104
69,8486286791681	227,671712751561
75,5672298575791	227,481092742917
81,4793175420266	227,284023185108
87,5848917325115	227,080504078134
93,8839524290319	226,870535421996
100,37649963159	226,654117216694
107,062533340183	226,431249462226
113,942053554814	226,201932158594
121,01506027548	225,966165305797
128,281553502183	225,723948903836
135,741533234923	225,47528295271
143,394999473699	225,220167452419
151,241952218512	224,958602402964
159,282391469361	224,690587804344
167,516317226247	224,416123656559
175,943729489169	224,13520995961
184,564628258127	223,847846713496
193,379013533122	223,554033918218
202,386885314153	223,253771573775
211,588243601221	222,947059680167
220,983088394325	222,633898237394
230,571419693466	222,314287245457
240,353237498645	221,988142160845
250,328541809859	221,655328402001
260,497332627109	221,315831010148
270,859609950396	220,969635866902
281,41537377972	220,616728486158
292,16462411508	220,257094007486
303,107360956475	219,890717189289
314,243584303905	219,517582401732
325,573294157377	219,137673619417
337,096490516882	218,750974413809
348,813173382424	218,357467945389
360,723342754002	217,957136955542
372,826998631617	217,549963758157
385,12414101527	217,135930230928
397,614769904958	216,715017806361
410,298885300681	216,287207462452
423,176487202444	215,852479713043
436,247575610239	215,410814597837
449,512150524075	214,962191672055
462,970211943945	214,506589995726
476,621759869849	214,043988122597
490,466794301795	213,574364088639
504,505315239775	213,097695400141
518,737322683791	212,613959021379
533,162816633845	212,123131361826
547,781797089934	211,6251882629
562,59426405206	211,120104984229
577,600217520219	210,607856189401
592,79965749442	210,088415931186
608,192583974655	209,561757636217
623,778996960928	209,027854089077
639,558896453235	208,486677415803
655,532282451579	207,938199066752
671,699154955959	207,38238979881
688,059513966378	206,819219656928
704,613359482832	206,248657954928
721,360691505324	205,670673255567
738,301510033849	205,085233349816
755,435815068412	204,492305235321
772,763606609013	203,891855093998
790,28488465565	203,283848268736
807,999649208323	202,668249239147
825,907900267031	202,04502159634
844,009637831778	201,414128016641
862,304861902559	200,775530234236
880,793572479379	200,129189012663
899,475769562234	199,475064115106
918,351453151125	198,813114273424
937,420623246055	198,143297155851
956,683279847018	197,465569333301
976,139422954019	196,779886244201
995,789052567059	196,08620215777
1015,63216868613	195,384470135676
1035,66877131124	194,674641991961
1055,89886044239	193,956668251162
1076,32243607957	193,230498104504
1096,93949822279	192,49607936408
1117,75004687205	191,753358414893
1138,75408202734	191,00228016463
1159,95160368867	190,242787991057
1181,34261185604	189,474823686881
1202,92710652944	188,698327401924
1224,70508770888	187,913237582477
1246,67655539435	187,119490907622
1268,84150958587	186,317022222379
1291,19995028341	185,505764467447
1313,751877487	184,685648605351
1336,49729119662	183,85660354275
1359,43619141228	183,018556048678
1382,56857813397	182,171430668433
1405,8944513617	181,31514963285
1429,41381109547	180,449632762638
1453,12665733527	179,574797367453
1477,03299008111	178,690558139351
1501,13280933299	177,796827040238
1525,4261150909	176,893513182876
1549,91290735485	175,980522705028
1574,59318612484	175,057758636211
1599,46695140086	174,125120756548
1624,53420318292	173,182505447122
1649,79494147102	172,229805531209
1675,24916626515	171,266910105694
1700,89687756531	170,293704361917
1726,73807537152	169,310069395127
1752,77275968376	168,315882001656
1779,00093050204	167,311014462807
1805,42258782635	166,295334314398
1832,0377316567	165,268704100771
1858,84636199309	164,230981111958
1885,84847883552	163,18201710258
1913,04408218398	162,1216579909
1940,43317203847	161,049743536275
1968,01574839901	159,966106993098
1995,79181126557	158,87057473908
2023,76136063818	157,76296587551
2051,92439651682	156,643091796862
2080,2809189015	155,510755726825
2108,83092779222	154,365752217483
2137,57442318897	153,207866608003
2166,51140509176	152,036874438744
2195,64187350058	150,852540816216
2224,96582841545	149,654619723733
2254,48326983634	148,442853271967
2284,19419776328	147,216970882867
2314,09861219625	145,976688399526
