X	Layer 1: FBH Pressure
0	420
5,65296292367898	419,811567932829
11,7951245619054	419,60682924446
18,426484914683	419,385783934893
25,5470439820079	419,148432004129
33,1568017638823	418,894773452168
41,2557582603059	418,624808279009
49,8439134712788	418,338536484653
58,921267396801	418,035958069099
68,4878200368706	417,717073032347
78,5435713914915	417,381881374398
89,0885214606597	417,030383095252
100,122670244379	416,662578194907
111,646017742646	416,278466673366
123,658563955462	415,878048530627
136,160308882828	415,46132376669
149,151252524742	415,028292381556
162,631394881206	414,578954375224
176,600735952218	414,113309747695
191,059275737781	413,631358498968
206,007014237891	413,133100629044
221,44395145255	412,618536137922
237,370087381761	412,087665025603
253,785422025519	411,540487292086
270,689955383826	410,977002937372
288,083687456681	410,39721196146
305,966618244087	409,801114364351
324,338747746042	409,188710146044
343,200075962545	408,559999306539
362,550602893597	407,914981845837
382,3903285392	407,253657763938
402,71925289935	406,576027060841
423,53737597405	405,882089736546
444,844697763298	405,171845791054
466,641218267096	404,445295224365
488,926937485444	403,702438036478
511,701855418339	402,943274227393
534,965972065786	402,167803797111
558,719287427779	401,376026745631
582,961801504322	400,567943072954
607,693514295415	399,74355277908
632,914425801057	398,902855864007
658,624536021248	398,045852327738
684,823844955988	397,172542170271
711,512352605276	396,282925391606
738,690058969115	395,377001991743
766,356964047501	394,454771970684
794,513067840437	393,516235328426
823,158370347922	392,561392064972
852,292871569956	391,590242180319
881,91657150654	390,602785674469
912,029470157671	389,599022547422
942,631567523353	388,578952799177
973,722863603584	387,542576429735
1005,30335839836	386,489893439095
1037,37305190769	385,420903827257
1069,93194413157	384,335607594222
1102,98003507	383,23400473999
1136,51732472297	382,11609526456
1170,5438130905	380,981879167932
1205,05950017257	379,831356450107
1240,06438596919	378,664527111084
1275,55847048037	377,481391150864
1311,54175370609	376,281948569447
1348,01423564636	375,066199366831
1384,97591630118	373,834143543019
1422,42679567055	372,585781098009
1460,36687375446	371,321112031801
1498,79615055293	370,040136344395
1537,71462606595	368,742854035793
1577,12230029351	367,429265105992
1617,01917323563	366,099369554995
1657,40524489229	364,753167382799
1698,2805152635	363,390658589406
1739,64498434926	362,011843174816
1781,49865214957	360,616721139028
1823,84151866443	359,205292482043
1866,67358389384	357,77755720386
1909,9948478378	356,333515304479
1953,80531049631	354,873166783901
1998,10497186936	353,396511642126
2042,89383195697	351,903549879153
2088,17189075912	350,394281494982
2133,93914827582	348,868706489614
2180,19560450708	347,326824863049
2226,94125945288	345,768636615286
2274,17611311323	344,194141746325
2321,90016548813	342,603340256167
2370,11341657757	340,996232144811
2418,81586638157	339,372817412258
2468,00751490012	337,733096058507
2517,68836213322	336,077068083559
2567,85840808086	334,404733487413
2618,51765274305	332,71609227007
2669,6660961198	331,011144431529
2721,30373821109	329,289889971791
2773,43057901693	327,552328890855
2826,04661853732	325,798461188722
2879,15185677226	324,028286865391
2932,74629372175	322,241805920862
2986,82992938578	320,439018355137
3041,40276376437	318,619924168213
3096,4647968575	316,784523360092
3152,01602866519	314,932815930774
3208,05645918742	313,064801880258
3264,58608842421	311,180481208544
3321,60491637554	309,279853915633
3379,11294304142	307,362920001525
3437,11016842185	305,429679466218
3495,59659251683	303,480132309715
3554,57221532636	301,514278532014
3614,03703685044	299,532118133115
3673,99105708906	297,533651113019
3734,43427604224	295,518877471725
3795,36669370996	293,487797209234
3856,78831009223	291,440410325545
3918,69912518906	289,376716820659
3981,09913900043	287,296716694575
4043,98835152635	285,200409947294
4107,36676276682	283,087796578815
4171,23437272184	280,958876589139
4235,59118139141	278,813649978265
4300,43718877552	276,652116746194
4365,77239487419	274,474276892925
4431,5967996874	272,280130418458
4497,91040321517	270,069677322794
4564,71320545748	267,842917605933
4632,00520641435	265,599851267874
4699,78640608576	263,340478308617
4768,05680447172	261,064798728163
4836,81640157223	258,772812526512
4906,06519738729	256,464519703663
4975,8031919169	254,139920259616
5046,03038516105	251,799014194372
5116,74677711976	249,44180150793
5187,95236779301	247,068282200291
5259,64715718082	244,678456271454
5331,83114528317	242,27232372142
5404,50433210007	239,849884550189
5477,66671763153	237,411138757759
5551,31830187753	234,956086344133
5625,45908483807	232,484727309308
5700,08906651317	229,997061653287
5775,20824690282	227,493089376067
5850,81662600702	224,97281047765
5926,91420382577	222,436224958036
6003,50098035906	219,883332817224
6080,57695560691	217,314134055215
6158,1421295693	214,728628672008
6236,19650224624	212,126816667603
6314,74007363773	209,508698042002
6393,77284374377	206,874272795202
6473,29481256436	204,223540927205
6553,3059800995	201,55650243801
6633,80634634919	198,873157327618
6714,79591131343	196,173505596029
6796,27467499221	193,457547243242
6878,24263738555	190,725282269257
6960,69979849343	187,976710674075
7043,64615831586	185,211832457695
7127,08171685285	182,430647620118
7211,00647410438	179,633156161344
7295,42043007046	176,819358081371
7380,32358475109	173,989253380202
7465,71593814627	171,142842057834
7551,59749025599	168,28012411427
7637,96824108027	165,401099549507
7724,8281906191	162,505768363547
7812,17733887247	159,59413055639
7900,0156858404	156,666186128035
7988,34323152287	153,721935078483
8077,15997591989	150,761377407733
8166,46591903146	147,784513115786
8256,26106085758	144,791342202641
8346,54540139825	141,781864668298
8437,31894065347	138,755718711309
8528,58167862324	135,67696790833
8620,33361530755	132,518477005539
8712,57475070642	129,275134784287
8805,30508481983	125,941227442282
8898,5246176478	122,510333668963
8992,23334919031	118,975194936255
9086,43127944738	115,327553441856
9181,11840841899	111,557947251792
9276,29473610514	107,655447942913
9371,96026250585	103,607319675489
9468,11498762111	99,3985688387564
9564,75891145092	95,0113379694198
9661,89203399528	90,4240725271796
9759,51435525418	85,6103468204599
9857,62587522764	80,5371612419684
9956,22659391564	75,1623867401917
10055,3165113182	69,4307676082761
10154,8956274353	63,2673423667269
10254,9639422669	56,5658929269458
10355,5214558132	49,1668720650482
10456,5681680739	40,8099968749957
10558,1040790492	31,0130902973828
10660,129188739	18,6554412393793
10762,6434971434	0

