X	Layer 1: FBH Pressure
0	220
2,09244405479097	219,930246983709
4,36596499893505	219,854446550757
6,82056283244161	219,772595927562
9,45623755530128	219,684692114887
12,2729891675197	219,590731886726
15,2708176690949	219,490711789122
18,4497230600252	219,384628138879
21,8097053403142	219,272477022203
25,35076450996	219,154254293239
29,0729005689608	219,029955572527
32,9761135173185	218,899576245361
37,0604033550349	218,763111460054
41,3257700821081	218,620556126112
45,7722136985364	218,471904912307
50,3997342043252	218,317152244651
55,2083315994672	218,156292304274
60,1980058839678	217,989319025195
65,3687570578235	217,816226091992
70,7205851210379	217,637006937362
76,2534900736073	217,451654739578
81,9674719155373	217,260162419826
87,8625306468185	217,062522639439
93,9386662674603	216,858727797005
100,195878777459	216,648770025362
106,634168176813	216,432641188471
113,253534465525	216,210332878162
120,053977643592	215,981836410751
127,035497711019	215,74714282353
134,198094667802	215,50624287112
141,541768513939	215,259127021682
149,066519249436	215,005785452997
156,772346874288	214,746208048385
164,659251388498	214,480384392485
172,727232792065	214,208303766876
180,976291084986	213,929955145543
189,406426267269	213,645327190172
198,017638338905	213,354408245282
206,809927299897	213,057186333185
215,783293150249	212,753649148759
224,937735889957	212,443784054044
234,273255519021	212,127578072643
243,789852037443	211,805017883926
253,48752544522	211,476089817034
263,366275742356	211,140779844669
273,426102928848	210,79907357667
283,667007004696	210,450956253358
294,088987969903	210,096412738659
304,692045824464	209,73542751298
315,476180568382	209,367984665831
326,441392201659	208,994067888204
337,587680724291	208,613660464668
348,915046136282	208,226745265199
360,423488437627	207,83330473672
372,113007628332	207,43332089434
383,983603708391	207,026775312285
396,035276677809	206,613649114514
408,268026536584	206,193922964994
420,681853284714	205,767577057632
433,276756922203	205,334591105852
446,052737449048	204,894944331793
459,009794865249	204,448615455115
472,147929170806	203,995582681413
485,467140365722	203,535823690197
498,967428449993	203,069315622444
512,648793423623	202,596035067684
526,511235286608	202,115958050619
540,554754038952	201,629060017246
554,77934968065	201,135315820453
569,185022211709	200,634699705092
583,77177163212	200,127185292473
598,539597941889	199,612745564288
613,488501141018	199,091352845901
628,618481229499	198,562978789022
643,929538207341	198,027594353687
659,421672074537	197,485169789555
675,094882831093	196,935674616464
690,949170477005	196,379077604227
706,984535012272	195,815346751614
723,200976436896	195,244449264508
739,598494750878	194,666351533167
756,177089954218	194,081019108573
772,936762046913	193,488416677807
789,877511028964	192,888508038405
806,999336900372	192,281256071656
824,302239661139	191,666622714775
841,786219311261	191,044568931893
859,451275850742	190,415054683822
877,297409279579	189,778038896509
895,324619597772	189,133479428124
913,532906805321	188,481333034705
931,922270902229	187,821555334287
950,492711888494	187,154100769429
969,244229764112	186,47892256805
988,176824529091	185,795972702492
1007,29049618342	185,1052018467
1026,58524472712	184,406559331411
1046,06107016016	183,69999309726
1065,71797248257	182,985449645652
1085,55595169433	182,262873987299
1105,57500779545	181,532209588267
1125,77514078593	180,793398313396
1146,15635066576	180,046380366925
1166,71863743495	179,291094230161
1187,46200109349	178,527476596014
1208,3864416414	177,755462300185
1229,49195907866	176,974984248822
1250,77855340527	176,185973342402
1272,24622462125	175,388358395598
1293,89497272658	174,58206605288
1315,72479772127	173,767020699561
1337,73569960531	172,943144367981
1359,92767837871	172,110356638514
1382,30073404147	171,268574535032
1404,85486659358	170,417712414442
1427,59007603505	169,557681849897
1450,50636236588	168,688391507205
1473,60372558607	167,809747013975
1496,88216569561	166,921650820945
1520,34168269451	166,024002054935
1543,98227658276	165,11669636278
1567,80394736038	164,199625745569
1591,80669502735	163,27267838244
1615,99051958367	162,335738443107
1640,35542102936	161,388685888244
1664,9013993644	160,431396256719
1689,62845458879	159,463740438634
1714,53658670255	158,485584432973
1739,62579570566	157,496789088571
1764,89608159813	156,497209826971
1790,34744437995	155,486696345596
1815,97988405113	154,465092299504
1841,79340061167	153,432234959789
1867,78799406156	152,38795484651
1893,96366440081	151,332075333766
1920,32041162942	150,264412224309
1946,85823574739	149,184773290736
1973,57713675471	148,092957780018
2000,47711465139	146,988755877691
2027,55816943743	145,87194812763
2054,82030111282	144,742304802799
2082,26350967757	143,59958522181
